"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","189","WEB_SALON-13-NEG-AUTH: [Negative/Auth] Get offer details should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_salon","","",""
"","229","TC-FILEGALLERY-CREATE-SEC-noSqlInjection1: Admin file gallery SQLi/XSS (NoSQLi Not Equal)","","2026-08-24","passed","2026-08-24","💸 Payouts, Commissions & File Management","","",""
"","890","SALONS_WORKING-DAYS-1-SEC-SQL: [Security] Get working days for a salon should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for salons_working-days","","",""
"","190","TC-GUEST-CART-06 [NEGATIVE] Invalid promo code → not 500","","2026-08-24","passed","2026-08-24","🎫 Guest Cart — Promo Code Tests","","",""
"","205","TC-04: Should get admin notification alerts","","2026-08-24","passed","2026-08-24","Admin Notifications Tests","","",""
"","191","WEB_ADMIN-6-NEG-AUTH: [Negative/Auth] List Users should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","231","WEB_SALON-18-POS-PERF: [Positive/Perf] Restore a deleted gallery image should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_salon","","",""
"","211","TC-ADMIN-SERV-SEC-xssImg: Admin list services SQLi/XSS in search query (XSS Image Error)","","2026-08-24","passed","2026-08-24","🗂️ Categories, Type Services & Services","","",""
"","214","WEB_ADMIN-17-SEC-SQL: [Security] Get Admin Details should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","254","WEB_ADMIN-92-POS-PERF: [Positive/Perf] Toggle force update should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","192","TC-L-SEC-XSS-03 [SECURITY] XSS payload in email: ""javascript:alert('XSS')""","","2026-08-24","passed","2026-08-24","🛡️ Admin Login — Security Tests","","",""
"","247","WEB_SALON-5-POS-PERF: [Positive/Perf] Get service details should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_salon","","",""
"","190","BALANCE_NEW-1-NEG-AUTH: [Negative/Auth] Initiate wallet top-up via Tap (card or Apple Pay source) should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for balance_new","","",""
"","202","TC-OVERVIEW-RBAC: Normal user access User Statistics → 403","","2026-08-24","passed","2026-08-24","📊 Admin / Overview","","",""
"","191","WEB_ADMIN-21-NEG-AUTH: [Negative/Auth] Activate Admin should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","521","TC-L-09 [NEGATIVE] Whitespace-only password → not 200","","2026-08-24","passed","2026-08-24","🔐 Admin Login — Functional Tests","","",""
"","269","TC-01: Should get list of all salons","","2026-08-24","passed","2026-08-24","Admin - List Salons Tests","","",""
"","232","ADMIN_CONTACT_US-2-BND-PAG: [Boundary] Get contact us by id should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_contact_us","","",""
"","227","TC-PAG-01 [VALID] /api/v1/web/admin/salons page=1&limit=5 → 200","","2026-08-24","passed","2026-08-24","📄 Pagination Tests — Admin Endpoints","","",""
"","190","TC-RT-SEC-SQL-01 [SECURITY] SQL inject as refresh token: ""' OR '1'='1""","","2026-08-24","passed","2026-08-24","🛡️ User Refresh Token — Security Tests","","",""
"","233","WEB_ADMIN-43-POS-PERF: [Positive/Perf] Ban or suspend a salon should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","536","TC-RV-SC-09 GET admin orders with valid token → 200","","2026-08-24","passed","2026-08-24","📋 Status Code Validation","","",""
"","231","TC-SEC-SQL-ID-02 SQL inject in ID param: ""1 OR 1=1""","","2026-08-24","passed","2026-08-24","💉 SQL Injection Tests — All Key Input Points","","",""
"","360","TC-ADMIN-USER-04: Admin get user by invalid ID → 404","","2026-08-24","passed","2026-08-24","👤 Users - Profile & Admin Management","","",""
"","243","TC-PAG-08 [EDGE] /api/v1/web/admin/categories limit=-1 → not 500","","2026-08-24","passed","2026-08-24","📄 Pagination Tests — Admin Endpoints","","",""
"","191","WEB_ADMIN-11-NEG-AUTH: [Negative/Auth] Block User should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","826","TC-14: Should fail rating with invalid rate value","","2026-08-24","passed","2026-08-24","Rate Order Tests","","",""
"","216","TC-PAG-06 [EDGE] /api/v1/web/admin/services limit=10000 → not 500","","2026-08-24","passed","2026-08-24","📄 Pagination Tests — Admin Endpoints","","",""
"","219","WEB_ADMIN-84-POS-PERF: [Positive/Perf] Get Contacts Settings should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","190","GUEST_SERVICES-1-SEC-SQL: [Security] Public service listing should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for guest_services","","",""
"","193","TC-SALON-OFF-01: Edit offer","","2026-08-24","passed","2026-08-24","Salon Offers Management","","",""
"","191","WEB_ADMIN-55-NEG-AUTH: [Negative/Auth] Get order details should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","715","WEB_ADMIN-51-SEC-SQL: [Security] List all orders should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","237","WEB_ADMIN-85-POS-PERF: [Positive/Perf] Upsert Connection Settings should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","848","BANKS-2-POS-PERF: [Positive/Perf] Add a new bank account should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for banks","","",""
"","189","WEB_ADMIN-26-NEG-AUTH: [Negative/Auth] Get User Statics should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","225","TC-10: Should get overview with date filter","","2026-08-24","passed","2026-08-24","Admin Overview Dashboard Tests","","",""
"","191","USER_REFRESH-TOKEN-1-NEG-AUTH: [Negative/Auth] Register or update device token for FCM should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for user_refresh-token","","",""
"","192","SALON_ORDERS-6-NEG-AUTH: [Negative/Auth] Mark artist as in way should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for salon_orders","","",""
"","275","TC-12: Should get salon working days","","2026-08-24","passed","2026-08-24","Admin - Salon Gallery Tests","","",""
"","191","WEB_ADMIN-103-NEG-AUTH: [Negative/Auth] Create Role should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","191","TC-05: Should return 404 for non-existent blog","","2026-08-24","passed","2026-08-24","Blogs API Tests","","",""
"","306","TC-CAT-09 [NEGATIVE] Create category missing name → not 200","","2026-08-24","passed","2026-08-24","❌ Admin Categories — Negative Tests","","",""
"","193","TC-CT-02 [POSITIVE] PATCH contact settings → not 500","","2026-08-24","passed","2026-08-24","📞 Admin Contact Settings — Tests","","",""
"","243","SALON_ORDERS-1-POS-PERF: [Positive/Perf] List salon orders should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for salon_orders","","",""
"","392","TC-PAG-09 [INVALID] /api/v1/web/admin/orders page=abc → not 500","","2026-08-24","passed","2026-08-24","📄 Pagination Tests — Admin Endpoints","","",""
"","224","TC-BLOG-06: Create blog missing required fields → 400","","2026-08-24","passed","2026-08-24","📝 Content Management (Blogs, Pages, FAQs, Privacy Policy)","","",""
"","307","WEB_ADMIN-103-POS-PERF: [Positive/Perf] Create Role should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","191","TC-14: Should restore rejected order (artist_restore)","","2026-08-24","passed","2026-08-24","Salon Order Status Change Tests","","",""
"","214","TC-RBAC-UA-Admin contact settings → 401/403 with user token","","2026-08-24","passed","2026-08-24","🚫 User Token → Admin Endpoints (Must be Denied)","","",""
"","368","TC-SALON-UPDATE-VAL-booleanFalse: Admin update salon invalid fname (Boolean False (wrong type))","","2026-08-24","passed","2026-08-24","💇 Salons","","",""
"","190","PAGES-1-BND-PAG: [Boundary] Get public page by url should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for pages","","",""
"","190","TC-VC-04 [NEGATIVE] Missing code field → not 200","","2026-08-24","passed","2026-08-24","❌ Verify Code — Negative Tests","","",""
"","191","TC-CONTACT-01: Customer submit contact us","","2026-08-24","passed","2026-08-24","📝 Content Management (Blogs, Pages, FAQs, Privacy Policy)","","",""
"","209","TC-PROMO-CREATE-VAL-undefinedValue: Admin create promo invalid maxUses (Undefined Value)","","2026-08-24","passed","2026-08-24","🎁 Offers, Packages & Promocodes","","",""
"","233","WEB_ADMIN-50-SEC-SQL: [Security] Set or remove VIP status for a salon should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","290","TC-OVERVIEW-RBAC: Normal user access Dashboard Overview → 403","","2026-08-24","passed","2026-08-24","📊 Admin / Overview","","",""
"","189","TC-VC-05 [NEGATIVE] Missing phone field → not 200","","2026-08-24","passed","2026-08-24","❌ Verify Code — Negative Tests","","",""
"","796","CART_AVAILABLE_TIMES-1-BND-PAG: [Boundary] Get available times for booking should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for cart_available_times","","",""
"","188","TC-ADMIN-ORDER-RBAC-01: Admin list orders with Missing Header → 401/403","","2026-08-24","passed","2026-08-24","📦 Orders, Addresses & Disputes","","",""
"","293","WEB_ADMIN-8-POS-PERF: [Positive/Perf] Get User Details should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","325","TC-ADMIN-USER-SEARCH-SEC-sqlInjection2: Admin search users SQLi/XSS (SQLi Comment)","","2026-08-24","passed","2026-08-24","👤 Users - Profile & Admin Management","","",""
"","888","CART_RESTORE-1-POS-PERF: [Positive/Perf] Restore item to cart should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for cart_restore","","",""
"","811","TC-04: Should show single service","","2026-08-24","passed","2026-08-24","Services API Tests (Authenticated)","","",""
"","192","TC-UP-13 [INVALID] Register with .exe as avatar → rejected / not 500","","2026-08-24","passed","2026-08-24","👤 Registration — Avatar Upload Tests","","",""
"","232","WEB_ADMIN-1-BND-PAG: [Boundary] List VIPs should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","212","TC-RBAC-UA-Admin categories list → 401/403 with user token","","2026-08-24","passed","2026-08-24","🚫 User Token → Admin Endpoints (Must be Denied)","","",""
"","970","TC-05: Should get salon categories with valid token","","2026-08-24","passed","2026-08-24","Salon Categories API Tests (Salon Auth)","","",""
"","334","TC-DISPUTE-01: Admin list disputes","","2026-08-24","passed","2026-08-24","📦 Orders, Addresses & Disputes","","",""
"","235","WEB_ADMIN-3-POS-PERF: [Positive/Perf] Get VIP Details should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","213","TC-PROMO-CREATE-VAL-emptyStrings: Admin create promo invalid maxUses (Empty String)","","2026-08-24","passed","2026-08-24","🎁 Offers, Packages & Promocodes","","",""
"","193","TC-SEC-XSS-LOGIN-07 XSS in login email: """"><img src=x onerror=alert(doc""","","2026-08-24","passed","2026-08-24","⚡ XSS Injection Tests — Input Fields","","",""
"","191","TC-FP-SEC-SQL-01 [SECURITY] SQL inject in phone: ""' OR '1'='1""","","2026-08-24","passed","2026-08-24","🛡️ Forgot Password — Security Tests","","",""
"","198","TC-15: Should get list of offers (guest)","","2026-08-24","passed","2026-08-24","Guest Offers API Tests","","",""
"","192","TC-06: Should fail with empty body","","2026-08-24","passed","2026-08-24","Contact Us API Tests","","",""
"","850","BANKS_SET-DEFAULT-1-POS-PERF: [Positive/Perf] Set a bank account as default should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for banks_set-default","","",""
"","196","TC-01: Should get list of blogs","","2026-08-24","passed","2026-08-24","Blogs API Tests","","",""
"","189","TC-L-DT-03 [DATATYPE] Boolean as email → handled, not 500","","2026-08-24","passed","2026-08-24","🔢 Admin Login — Data Type Tests","","",""
"","665","WEB_ADMIN-63-SEC-SQL: [Security] Export categories should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","188","TC-WD-02 [NEGATIVE] No auth → 401","","2026-08-24","passed","2026-08-24","📅 Salon Working Days — Tests","","",""
"","190","TC-UL-05 [NEGATIVE] Missing password → not 200","","2026-08-24","passed","2026-08-24","📱 User Mobile Login — Full Tests","","",""
"","238","TC-FILEGALLERY-01: Admin create file gallery entry","","2026-08-24","passed","2026-08-24","💸 Payouts, Commissions & File Management","","",""
"","827","TC-CART-07 [NEGATIVE] Missing service_id → not 200","","2026-08-24","passed","2026-08-24","➕ Cart — Add Item Tests","","",""
"","285","TC-REG-BND-02: [Boundary] Maximum length string in fname (255 chars)","","2026-08-24","passed","2026-08-24","Exhaustive Registration Tests","","",""
"","235","WEB_ADMIN-90-BND-PAG: [Boundary] Get app version analytics should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","193","PAGES-1-SEC-SQL: [Security] Get public page by url should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for pages","","",""
"","461","TC-ADMIN-GRP-04: Should get administration admins","","2026-08-24","passed","2026-08-24","Admin - Administration Groups Tests","","",""
"","203","TC-AUTH-REG-SEC-sqlInjection2: Send OTP SQLi/XSS (SQLi Comment)","","2026-08-24","passed","2026-08-24","🔐 Auth - User Auth","","",""
"","228","WEB_ADMIN-72-SEC-SQL: [Security] Delete service type should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","934","TC-RT-SEC-BF [SECURITY] 5 rapid refresh attempts — no 500","","2026-08-24","passed","2026-08-24","🛡️ User Refresh Token — Security Tests","","",""
"","230","TC-PAG-04 [EDGE] /api/v1/web/admin/categories page=-1 → not 500","","2026-08-24","passed","2026-08-24","📄 Pagination Tests — Admin Endpoints","","",""
"","190","TC-WALLET-03: Admin accept commission","","2026-08-24","passed","2026-08-24","Admin Wallet & Commissions Tests","","",""
"","431","TC-05: Should get carts list","","2026-08-24","passed","2026-08-24","Admin - List Orders Tests","","",""
"","288","TC-ADMIN-05: Get admin by ID","","2026-08-24","passed","2026-08-24","👑 Admin / Admins Management","","",""
"","858","BANKS-3-SEC-SQL: [Security] Get a specific bank account should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for banks","","",""
"","1954","TC-05: Should get salons with search filter","","2026-08-24","passed","2026-08-24","Guest Salons API Tests","","",""
"","249","TC-BANKACCT-ADD-SEC-sqlInjection3: User add bank account SQLi/XSS (SQLi Dropper)","","2026-08-24","passed","2026-08-24","💰 Financial - Banks, Wallet & Cards","","",""
"","190","ADMIN_PAGES-4-NEG-AUTH: [Negative/Auth] Update page should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_pages","","",""
"","198","TC-03: Should fail to get addresses with invalid token","","2026-08-24","passed","2026-08-24","Get Addresses API Tests","","",""
"","191","TC-AUTH-ADMIN-SEC-xssBasic: Admin login SQLi (XSS Basic Script)","","2026-08-24","passed","2026-08-24","🔐 Auth - User Auth","","",""
"","896","ORDERS_I-1-BND-PAG: [Boundary] List customer orders should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for orders_i","","",""
"","558","ADMIN_BLOGS-1-BND-PAG: [Boundary] Get all blogs should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_blogs","","",""
"","189","TC-GUEST-CART-09 [BOUNDARY] Delete non-existent item → not 500","","2026-08-24","passed","2026-08-24","🗑️ Guest Cart — Delete & Restore Tests","","",""
"","220","ADMIN_PROMOCODES-1-POS-PERF: [Positive/Perf] List all promocodes (paginated) should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_promocodes","","",""
"","367","TC-01: Should get salon web services list","","2026-08-24","passed","2026-08-24","Web Salon Services Tests","","",""
"","544","SALON_ORDERS-4-POS-PERF: [Positive/Perf] Accept an order should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for salon_orders","","",""
"","222","TC-NOTIF-CREATE-SEC-xssImg: Admin create notification SQLi/XSS (XSS Image Error)","","2026-08-24","passed","2026-08-24","🔔 Notifications","","",""
"","310","TC-SALON-GET-SEC-sqlInjection2: Admin get salon by SQLi/XSS ID (SQLi Comment)","","2026-08-24","passed","2026-08-24","💇 Salons","","",""
"","192","WEB_ADMIN-73-NEG-AUTH: [Negative/Auth] Restore a deleted service type should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","869","TC-CART-SEC-PROMO-1 [SECURITY] SQL inject promo code: ""' OR '1'='1""","","2026-08-24","passed","2026-08-24","🎫 Cart — Promo Code Tests","","",""
"","302","TC-NOTIF-CREATE-SEC-htmlInjection: Admin create notification SQLi/XSS (HTML Injection)","","2026-08-24","passed","2026-08-24","🔔 Notifications","","",""
"","189","WEB_ADMIN-77-NEG-AUTH: [Negative/Auth] Delete service should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","188","TC-TAP-04: Tap refund callback","","2026-08-24","passed","2026-08-24","Tap Webhooks Tests","","",""
"","188","TC-UP-02 [INVALID] Upload .exe file → rejected, not 500","","2026-08-24","passed","2026-08-24","📤 Salon Profile — File Upload Tests","","",""
"","2801","TC-03: Should get salons with location coords","","2026-08-24","passed","2026-08-24","Salons List API Tests","","",""
"","194","TC-CT-SEC-SQL-2 [SECURITY] SQL inject contacts: ""' OR 1=1--""","","2026-08-24","passed","2026-08-24","📞 Admin Contact Settings — Tests","","",""
"","198","LOCATIONS_DISTRICTS-1-SEC-SQL: [Security] Get districts should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for locations_districts","","",""
"","231","TC-ADDR-CREATE-SEC-htmlInjection: User create address SQLi/XSS (HTML Injection)","","2026-08-24","passed","2026-08-24","📦 Orders, Addresses & Disputes","","",""
"","254","SALON_ORDERS-9-SEC-SQL: [Security] Get salon calendar (all orders sorted by book date) should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for salon_orders","","",""
"","210","ADMIN_PAGES-5-SEC-SQL: [Security] Delete page should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_pages","","",""
"","230","WEB_ADMIN-43-SEC-SQL: [Security] Ban or suspend a salon should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","219","TC-ADDR-CREATE-VAL-invalidEmail: User create address missing/invalid Lat (Invalid Email Format)","","2026-08-24","passed","2026-08-24","📦 Orders, Addresses & Disputes","","",""
"","215","TC-CAT-GET-SEC-sqlInjection2: Admin get category by SQLi/XSS ID (SQLi Comment)","","2026-08-24","passed","2026-08-24","🗂️ Categories, Type Services & Services","","",""
"","230","WEB_SALON-11-POS-PERF: [Positive/Perf] List own offers should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_salon","","",""
"","232","WEB_ADMIN-7-POS-PERF: [Positive/Perf] Create User should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","231","WEB_ADMIN-21-SEC-SQL: [Security] Activate Admin should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","193","WEB_ADMIN-36-NEG-AUTH: [Negative/Auth] List Nurses should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","192","TC-MP-06 [BOUNDARY] Very large port (99999) → not 500","","2026-08-24","passed","2026-08-24","📧 Admin Mail Provider Settings — Tests","","",""
"","199","TC-09: Should return error or empty for non-existent salon offers","","2026-08-24","passed","2026-08-24","Guest Salons API Tests","","",""
"","312","TC-05: Should delete web service","","2026-08-24","passed","2026-08-24","Web Salon Services Tests","","",""
"","876","TC-BANKS-02: Set default bank","","2026-08-24","passed","2026-08-24","Banks Tests","","",""
"","191","TC-L-SEC-SQL-06 [SECURITY] SQL injection in email: ""admin'--""","","2026-08-24","passed","2026-08-24","🛡️ Admin Login — Security Tests","","",""
"","246","WEB_ADMIN-76-SEC-SQL: [Security] Update service should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","802","TC-SEC-SQL-LOGINPW-06 SQL inject admin login password: ""admin'--""","","2026-08-24","passed","2026-08-24","💉 SQL Injection Tests — All Key Input Points","","",""
"","311","WEB_ADMIN-60-POS-PERF: [Positive/Perf] Assign order to another salon should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","231","WEB_SALON-21-POS-PERF: [Positive/Perf] Get package details should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_salon","","",""
"","242","TC-PAYOUT-01: Admin list all payouts","","2026-08-24","passed","2026-08-24","💸 Payouts, Commissions & File Management","","",""
"","1141","TC-ADMIN-CREATE-SEC-xssImg: Create admin SQLi/XSS in firstName (XSS Image Error)","","2026-08-24","passed","2026-08-24","👑 Admin / Admins Management","","",""
"","218","TC-07: Should get rejected orders statistics","","2026-08-24","passed","2026-08-24","Admin Overview Dashboard Tests","","",""
"","234","TC-03: Should get user statistics","","2026-08-24","passed","2026-08-24","Admin Overview Dashboard Tests","","",""
"","207","TC-AUTH-05: Verify OTP with wrong code → 400","","2026-08-24","passed","2026-08-24","🔐 Auth - User Auth","","",""
"","215","TC-UP-10 [INVALID] Create category with .html file → not 500","","2026-08-24","passed","2026-08-24","📸 Admin Category — Image Upload Tests","","",""
"","317","TC-SALON-UPDATE-VAL-zeroValue: Admin update salon invalid fname (Zero)","","2026-08-24","passed","2026-08-24","💇 Salons","","",""
"","2440","TC-ADMIN-GRP-01: Should get list of administration groups","","2026-08-24","passed","2026-08-24","Admin - Administration Groups Tests","","",""
"","312","TC-PERM-CREATE-SEC-sqlInjection3: Create permission group SQLi/XSS name (SQLi Dropper)","","2026-08-24","passed","2026-08-24","🔑 Admin / Administration (Permission Groups)","","",""
"","814","TC-CART-22 [BOUNDARY] Past date → not 500","","2026-08-24","passed","2026-08-24","📅 Cart — Available Times & Closed Days","","",""
"","191","AUTH_VERIFICATION-CODE-1-SEC-SQL: [Security] Verify Reset Code should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for auth_verification-code","","",""
"","2751","TC-01: Should get list of salons (authenticated)","","2026-08-24","passed","2026-08-24","Salons List API Tests","","",""
"","189","WEB_SALON-23-NEG-AUTH: [Negative/Auth] Delete package should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_salon","","",""
"","191","TC-PUB-PAG-09 [INVALID] Sort with invalid direction → not 500","","2026-08-24","passed","2026-08-24","📋 Public / User Pagination Tests","","",""
"","216","ADMIN_BLOGS-3-POS-PERF: [Positive/Perf] Get blog by id should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_blogs","","",""
"","833","ADDRESS_RESTORE-1-POS-PERF: [Positive/Perf] Restore a deleted address should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for address_restore","","",""
"","195","TC-BLOG-05: Public blog list (mobile)","","2026-08-24","passed","2026-08-24","📝 Content Management (Blogs, Pages, FAQs, Privacy Policy)","","",""
"","229","TC-PAG-05 [EDGE] /api/v1/web/admin/users page=9999 → 200 with empty/small data","","2026-08-24","passed","2026-08-24","📄 Pagination Tests — Admin Endpoints","","",""
"","312","TC-ADDR-CREATE-VAL-invalidPhone: User create address missing/invalid Lat (Invalid Short Phone)","","2026-08-24","passed","2026-08-24","📦 Orders, Addresses & Disputes","","",""
"","238","WEB_ADMIN-21-POS-PERF: [Positive/Perf] Activate Admin should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","194","TC-FP-RV-01 [RESPONSE-TIME] Forgot password < 5s","","2026-08-24","passed","2026-08-24","📊 Forgot Password — Response Validation","","",""
"","201","TC-ADMIN-GET-SEC-noSqlInjection1: Admin get admin by SQLi/XSS ID (NoSQLi Not Equal)","","2026-08-24","passed","2026-08-24","👑 Admin / Admins Management","","",""
"","381","TC-17: Should get sales by services","","2026-08-24","passed","2026-08-24","Admin - Sales Reports Tests","","",""
"","191","GUEST_CART-3-POS-PERF: [Positive/Perf] Get current guest cart should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for guest_cart","","",""
"","208","WEB_ADMIN-56-BND-PAG: [Boundary] Delete an order should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","194","TC-CONFIG-SEC-htmlInjection: Get app version with SQLi/XSS platform (HTML Injection)","","2026-08-24","passed","2026-08-24","⚙️ App Config","","",""
"","233","ADMIN_CONTACT_US-2-POS-PERF: [Positive/Perf] Get contact us by id should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_contact_us","","",""
"","868","TC-01: Should get user orders list with valid token","","2026-08-24","passed","2026-08-24","List User Orders Tests","","",""
"","253","WEB_ADMIN-25-BND-PAG: [Boundary] Get Salons Statics should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","1058","ORDERS_SHOW-1-SEC-SQL: [Security] Get order details should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for orders_show","","",""
"","368","TC-SALON-01: Admin list all salons","","2026-08-24","passed","2026-08-24","💇 Salons","","",""
"","188","ADMIN_PACKAGE-ADVERTISEMENTS-5-NEG-AUTH: [Negative/Auth] Delete package advertisement should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_package-advertisements","","",""
"","241","TC-CAT-CREATE-SEC-sqlInjection1: Admin create category with SQLi/XSS (SQLi Boolean Base)","","2026-08-24","passed","2026-08-24","🗂️ Categories, Type Services & Services","","",""
"","511","TC-VIP-01: Admin create VIP config","","2026-08-24","passed","2026-08-24","👤 Users - Profile & Admin Management","","",""
"","869","TC-13: Should submit order rating","","2026-08-24","passed","2026-08-24","Rate Order Tests","","",""
"","244","WEB_ADMIN-24-BND-PAG: [Boundary] Get Artist Statics should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","232","TC-PKG-CREATE-SEC-noSqlInjection2: Salon create package SQLi/XSS (NoSQLi Greater Than)","","2026-08-24","passed","2026-08-24","🎁 Offers, Packages & Promocodes","","",""
"","218","WEB_ADMIN-104-SEC-SQL: [Security] Get Create Role Data should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","379","WEB_SALON-11-SEC-SQL: [Security] List own offers should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_salon","","",""
"","355","WEB_ADMIN-61-SEC-SQL: [Security] List all categories should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","191","TC-02: Should reject Google login with invalid token","","2026-08-24","passed","2026-08-24","Google Login API Tests","","",""
"","954","BALANCE-1-BND-PAG: [Boundary] Get wallet balance and top-up history should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for balance","","",""
"","1356","TC-LIFECYCLE-1: User Registration, Profile Fetch, and Update","","2026-08-24","passed","2026-08-24","🔄 Fully Automated E2E Lifecycle Testing with Data Cleanup","","",""
"","924","TC-10: Should get list of packages","","2026-08-24","passed","2026-08-24","Packages API Tests (Authenticated)","","",""
